game_number,move_count,score,max_tile,avg_move_time_sec
1,543,848,512,0.02965772920331024
2,498,484,512,0.02951513332535464
3,554,772,512,0.02954109911453853
4,527,580,512,0.0295100180428666
5,337,356,256,0.029557228795852434
6,912,1704,1024,0.02946594174493823
7,306,580,256,0.02963687158098408
8,675,1160,1024,0.029563452402750653
9,317,400,256,0.029647439812260094
10,858,1468,1024,0.029543842469062005
11,505,752,512,0.02964097202414333
12,455,520,512,0.02963642812037206
13,621,900,512,0.02961046607406051
14,912,1092,1024,0.029559371241352016
15,529,688,512,0.02968535846933751
16,861,1068,1024,0.02962097030621926
17,905,1216,1024,0.029583180938636402
18,930,1260,1024,0.029612401480315832
19,812,920,1024,0.029663662311478788
20,961,852,1024,0.03051206819968963
21,867,2112,1024,0.031051099506628967
22,689,728,1024,0.031149636505304123
23,763,1040,1024,0.031025959029891387
24,467,832,512,0.031286103822434484
25,504,620,512,0.0312183125624581
26,860,1296,1024,0.031145351154859675
27,904,1556,1024,0.0310953006280207
28,562,956,512,0.031214459935117022
29,784,1192,1024,0.03118729013569501
30,944,1424,1024,0.031135619191800135
31,811,1304,1024,0.031132055416648104
32,489,728,512,0.031338486447168516
33,844,1540,1024,0.03117311848283379
34,524,500,512,0.03127858520464133
35,780,1352,1024,0.031148692277761608
36,675,928,512,0.031182560744108977
37,953,1828,1024,0.031240083988666033
38,513,712,512,0.03126802779080575
39,431,560,512,0.03140512309328863
40,526,1264,512,0.03128667385405914
41,504,780,512,0.031406416779472715
42,764,1556,1024,0.03120923635223149
43,740,1440,1024,0.03136804329382407
44,437,652,512,0.0314346532799832
45,740,820,1024,0.03113808792990607
46,538,812,512,0.03130140003218527
47,754,1168,1024,0.03124389155157681
48,936,1500,1024,0.03120255724996583
49,526,592,512,0.03133233871750052
50,501,624,512,0.03138143050218533
51,470,1180,512,0.031508556325384914
52,605,740,512,0.03133129088346623
53,276,336,256,0.031452540038288505
54,510,852,512,0.03140860538856656
55,656,968,1024,0.031460265924290916
56,876,840,1024,0.031372518027754134
57,529,612,512,0.031434501727271844
58,757,1204,1024,0.03143427520006147
59,525,1024,512,0.03144683701651437
60,997,1528,1024,0.031462774592392904
61,942,2028,1024,0.03134526492683751
62,768,1268,1024,0.031432312913239
63,323,532,256,0.031583530614988725
64,752,936,1024,0.03149563898431494
65,728,996,1024,0.03139019110700586
66,495,920,512,0.031558310383498066
67,776,1012,1024,0.03137697755675955
68,961,1800,1024,0.03143320073694394
69,689,1216,1024,0.03148176189084877
70,559,876,512,0.03150604406708255
71,856,1264,1024,0.03147154767936635
72,966,1340,1024,0.03144036119275458
73,787,1168,1024,0.031476913898085095
74,647,916,1024,0.03164014565705148
75,530,676,512,0.03161783353337702
76,674,1116,1024,0.031721975400115336
77,792,1260,1024,0.03163270095382074
78,563,808,512,0.031744145161305186
79,765,1320,1024,0.03187734846975289
80,725,632,1024,0.03178111503864157
81,744,980,1024,0.03169403761945745
82,1434,2276,2048,0.03151679803803044
83,723,964,1024,0.031682345547286966
84,488,544,512,0.03191822180982496
85,653,784,1024,0.031718221959439755
86,914,1324,1024,0.03161291481368651
87,177,176,128,0.031975905100504555
88,710,956,1024,0.03166493026303573
89,543,668,512,0.03174816530273325
90,520,1032,512,0.03162587468440716
91,663,1000,1024,0.03173703377782669
92,567,600,512,0.031693650301171356
93,944,2512,1024,0.03176233424978741
94,875,1328,1024,0.031679627554757256
95,775,1340,1024,0.03178126335144043
96,753,936,1024,0.03173550476590951
97,819,1816,1024,0.03170388580387474
98,1317,1860,2048,0.03158948180706282
99,296,492,256,0.03199049266608986
100,731,756,1024,0.031872828910190984
